id,lon,lat
pt_ll_426,4.660000000000001,7.199999999999999
pt_ll_427,3.999760000000001,6.4799999999999995
pt_ll_428,3.999760000000001,6.4799999999999995
pt_ll_429,4.719760000000001,7.199999999999999
pt_ll_430,5.5600000000000005,7.92
pt_ll_431,3.4000000000000012,5.76
pt_ll_432,3.7600000000000007,6.4799999999999995
pt_ll_5649,3.7600000000000007,6.4799999999999995
pt_ll_433,4.48,7.199999999999999
pt_ll_434,5.079760000000001,7.199999999999999
pt_ll_435,5.32024,7.92
pt_ll_436,5.680240000000001,7.92
pt_ll_437,4.719760000000001,7.199999999999999
pt_ll_438,4.120000000000001,6.4799999999999995
pt_ll_439,4.120000000000001,6.4799999999999995
pt_ll_440,2.6800000000000006,5.04
pt_ll_441,3.040000000000001,5.76
pt_ll_442,1.6000000000000014,4.32
pt_ll_443,1.9600000000000009,4.32
pt_ll_444,2.1997600000000013,4.32
pt_ll_445,3.2797600000000013,5.76
pt_ll_446,3.4000000000000012,5.76
pt_ll_447,1.6000000000000014,4.32
pt_ll_5772,1.9600000000000009,4.32
pt_ll_448,1.6000000000000014,4.32
pt_ll_449,1.6000000000000014,4.32
pt_ll_450,2.5597600000000007,5.04
pt_ll_451,2.1997600000000013,4.32
pt_ll_452,3.2797600000000013,5.76
pt_ll_453,2.6800000000000006,5.04
pt_ll_454,2.5597600000000007,5.04
pt_ll_455,3.160240000000001,5.76
pt_ll_5774,3.040000000000001,5.76
pt_ll_456,4.300000000000001,6.4799999999999995
pt_ll_457,4.660000000000001,7.199999999999999
pt_ll_458,5.200000000000001,7.92
pt_ll_459,4.240240000000001,6.4799999999999995
pt_ll_460,4.48,7.199999999999999
pt_ll_461,4.719760000000001,7.199999999999999
pt_ll_462,4.719760000000001,7.199999999999999
pt_ll_463,4.120000000000001,6.4799999999999995
pt_ll_5650,4.240240000000001,6.4799999999999995
pt_ll_464,3.8197600000000014,6.4799999999999995
pt_ll_465,3.999760000000001,6.4799999999999995
pt_ll_466,4.359760000000001,6.4799999999999995
pt_ll_467,4.840000000000001,7.199999999999999
pt_ll_468,3.7600000000000007,6.4799999999999995
pt_ll_469,4.240240000000001,6.4799999999999995
pt_ll_470,4.48,7.199999999999999
pt_ll_471,4.240240000000001,6.4799999999999995
pt_ll_472,4.60024,7.199999999999999
pt_ll_473,3.7600000000000007,6.4799999999999995
pt_ll_474,4.240240000000001,6.4799999999999995
pt_ll_475,6.040240000000001,8.64
pt_ll_476,6.40024,8.64
pt_ll_477,5.920000000000002,8.64
pt_ll_478,5.799760000000001,7.92
pt_ll_479,6.280000000000001,8.64
pt_ll_480,5.680240000000001,7.92
pt_ll_481,6.040240000000001,8.64
pt_ll_482,5.74,7.92
pt_ll_483,5.920000000000002,8.64
pt_ll_484,5.5600000000000005,7.92
pt_ll_485,5.799760000000001,7.92
pt_ll_486,5.32024,7.92
pt_ll_487,5.920000000000002,8.64
pt_ll_488,6.640000000000001,9.36
pt_ll_489,6.640000000000001,9.36
pt_ll_490,6.280000000000001,8.64
pt_ll_491,6.640000000000001,9.36
pt_ll_492,6.82,9.36
pt_ll_493,6.40024,8.64
pt_ll_494,6.640000000000001,9.36
pt_ll_495,5.32024,7.92
pt_ll_496,5.5600000000000005,7.92
pt_ll_497,6.280000000000001,8.64
pt_ll_498,6.640000000000001,9.36
pt_ll_499,6.640000000000001,9.36
pt_ll_500,7.0,9.36
pt_ll_501,5.200000000000001,7.92
pt_ll_502,5.200000000000001,7.92
pt_ll_503,5.5600000000000005,7.92
pt_ll_504,5.5600000000000005,7.92
pt_ll_505,6.280000000000001,8.64
pt_ll_5651,5.799760000000001,7.92
pt_ll_506,6.40024,8.64
pt_ll_507,6.280000000000001,8.64
pt_ll_508,7.0,9.36
pt_ll_509,6.82,9.36
pt_ll_510,4.240240000000001,6.4799999999999995
pt_ll_511,4.840000000000001,7.199999999999999
pt_ll_512,5.200000000000001,7.92
pt_ll_513,5.5600000000000005,7.92
pt_ll_514,5.920000000000002,8.64
pt_ll_515,4.719760000000001,7.199999999999999
pt_ll_516,5.680240000000001,7.92
pt_ll_517,4.48,7.199999999999999
pt_ll_518,5.079760000000001,7.199999999999999
pt_ll_519,5.4397600000000015,7.92
pt_ll_5652,4.060240000000001,6.4799999999999995
pt_ll_520,4.660000000000001,7.199999999999999
pt_ll_521,4.719760000000001,7.199999999999999
pt_ll_522,5.200000000000001,7.92
pt_ll_523,4.840000000000001,7.199999999999999
pt_ll_524,4.359760000000001,6.4799999999999995
pt_ll_525,4.840000000000001,7.199999999999999
pt_ll_526,5.079760000000001,7.199999999999999
pt_ll_527,7.120240000000001,9.36
pt_ll_528,7.0,9.36
pt_ll_529,7.360000000000001,10.08
pt_ll_530,7.1800000000000015,9.36
pt_ll_531,6.699760000000001,9.36
pt_ll_532,6.040240000000001,8.64
pt_ll_533,6.640000000000001,9.36
pt_ll_534,7.0,9.36
pt_ll_535,6.15976,8.64
pt_ll_536,7.0,9.36
pt_ll_537,7.23976,9.36
pt_ll_538,6.460000000000001,8.64
pt_ll_539,6.879760000000001,9.36
pt_ll_540,6.280000000000001,8.64
pt_ll_541,5.5600000000000005,7.92
pt_ll_542,5.920000000000002,8.64
pt_ll_543,6.15976,8.64
pt_ll_544,5.680240000000001,7.92
pt_ll_545,3.999760000000001,6.4799999999999995
pt_ll_546,4.48,7.199999999999999
pt_ll_547,3.8802400000000006,6.4799999999999995
pt_ll_548,4.48,7.199999999999999
pt_ll_549,4.120000000000001,6.4799999999999995
pt_ll_5653,4.960240000000001,7.199999999999999
pt_ll_550,5.500240000000002,7.92
pt_ll_551,4.120000000000001,6.4799999999999995
pt_ll_552,4.300000000000001,6.4799999999999995
pt_ll_553,6.699760000000001,9.36
pt_ll_554,5.200000000000001,7.92
pt_ll_555,4.48,7.199999999999999
pt_ll_556,5.079760000000001,7.199999999999999
pt_ll_557,4.719760000000001,7.199999999999999
pt_ll_558,6.640000000000001,9.36
pt_ll_559,6.879760000000001,9.36
pt_ll_560,6.640000000000001,9.36
pt_ll_561,7.0,9.36
pt_ll_562,5.920000000000002,8.64
pt_ll_563,6.280000000000001,8.64
pt_ll_564,5.680240000000001,7.92
pt_ll_565,5.920000000000002,8.64
pt_ll_566,5.4397600000000015,7.92
pt_ll_567,5.200000000000001,7.92
pt_ll_568,5.5600000000000005,7.92
pt_ll_569,5.4397600000000015,7.92
pt_ll_570,5.5600000000000005,7.92
pt_ll_571,5.5600000000000005,7.92
pt_ll_572,5.5600000000000005,7.92
pt_ll_573,5.74,7.92
pt_ll_574,7.0,9.36
pt_ll_575,7.360000000000001,10.08
pt_ll_576,6.760240000000001,9.36
pt_ll_577,7.120240000000001,9.36
pt_ll_578,6.15976,8.64
pt_ll_579,6.15976,8.64
pt_ll_580,7.720000000000001,10.08
pt_ll_581,7.48024,10.08
pt_ll_582,7.840240000000001,10.08
pt_ll_583,7.48024,10.08
pt_ll_584,7.840240000000001,10.08
pt_ll_585,7.720000000000001,10.08
pt_ll_586,7.840240000000001,10.08
pt_ll_587,7.540000000000001,10.08
pt_ll_588,7.599760000000002,10.08
pt_ll_589,7.959760000000001,10.08
pt_ll_5654,7.66024,10.08
pt_ll_590,7.779760000000001,10.08
pt_ll_591,9.03976,11.52
pt_ll_592,8.020240000000001,10.08
pt_ll_593,8.260000000000002,10.799999999999999
pt_ll_594,8.56024,10.799999999999999
pt_ll_595,8.440000000000001,10.799999999999999
pt_ll_596,8.13976,10.799999999999999
pt_ll_597,8.260000000000002,10.799999999999999
pt_ll_598,7.120240000000001,9.36
pt_ll_599,7.120240000000001,9.36
pt_ll_600,7.3002400000000005,9.36
pt_ll_601,7.360000000000001,10.08
pt_ll_602,7.720000000000001,10.08
pt_ll_603,7.23976,9.36
pt_ll_604,7.779760000000001,10.08
pt_ll_605,7.720000000000001,10.08
pt_ll_606,7.120240000000001,9.36
pt_ll_607,7.360000000000001,10.08
pt_ll_5655,8.38024,10.799999999999999
pt_ll_608,8.08,10.799999999999999
pt_ll_609,8.440000000000001,10.799999999999999
pt_ll_610,8.08,10.799999999999999
pt_ll_611,8.49976,10.799999999999999
pt_ll_612,7.959760000000001,10.08
pt_ll_613,8.440000000000001,10.799999999999999
pt_ll_614,8.08,10.799999999999999
pt_ll_615,7.840240000000001,10.08
pt_ll_616,8.08,10.799999999999999
pt_ll_617,7.720000000000001,10.08
pt_ll_618,7.9,10.08
pt_ll_619,7.599760000000002,10.08
pt_ll_620,7.840240000000001,10.08
pt_ll_621,7.840240000000001,10.08
pt_ll_5656,9.16,11.52
pt_ll_622,8.8,11.52
pt_ll_623,8.440000000000001,10.799999999999999
pt_ll_624,8.920240000000002,11.52
pt_ll_625,8.20024,10.799999999999999
pt_ll_626,8.8,11.52
pt_ll_5657,8.20024,10.799999999999999
pt_ll_627,8.440000000000001,10.799999999999999
pt_ll_628,8.08,10.799999999999999
pt_ll_629,8.49976,10.799999999999999
pt_ll_630,9.75976,12.24
pt_ll_631,9.280240000000003,11.52
pt_ll_632,8.920240000000002,11.52
pt_ll_633,9.520000000000001,12.24
pt_ll_634,10.180240000000001,12.24
pt_ll_635,9.280240000000003,11.52
pt_ll_636,10.180240000000001,12.24
pt_ll_637,9.640240000000002,12.24
pt_ll_638,9.88,12.24
